,ID,Case Number,Block,Primary Type,Description,Location Description,Arrest,Domestic,Year,Latitude,Longitude,Dates,Time
395768,10775927,HZ542503,071XX S JEFFERY BLVD,INTERFERENCE WITH PUBLIC OFFICER,RESIST/OBSTRUCT/DISARM OFFICER,STREET,TRUE,FALSE,2016,41.76584613,-87.57629136,12/6/2016,12:45:00
395769,10775928,HZ542478,031XX N SEMINARY AVE,THEFT,$500 AND UNDER,APARTMENT,FALSE,FALSE,2016,41.93891657,-87.65650453,11/6/2016,12:00:00
395770,10775929,HZ542527,001XX W 43RD ST,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,BRIDGE,TRUE,FALSE,2016,41.81644386,-87.62959991,12/6/2016,18:06:00
395771,10775930,HZ542338,019XX N CLARK ST,THEFT,OVER $500,SIDEWALK,FALSE,FALSE,2016,41.9174021,-87.63545446,11/6/2016,14:30:00
395772,10775931,HZ542451,010XX W CHICAGO AVE,THEFT,OVER $500,"SCHOOL, PRIVATE, BUILDING",FALSE,FALSE,2016,41.89630055,-87.65309802,12/6/2016,16:50:00
395773,10775932,HZ542603,083XX S DORCHESTER AVE,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,2016,41.74327599,-87.5904295,12/6/2016,19:00:00
395774,10775933,HZ542439,001XX W ONTARIO ST,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESTAURANT,FALSE,FALSE,2016,41.89322348,-87.63153437,11/9/2016,13:00:00
395775,10775934,HZ542430,008XX W CHICAGO AVE,THEFT,FROM BUILDING,OTHER,FALSE,FALSE,2016,41.8963868,-87.64867846,12/6/2016,17:00:00
395776,10775936,HZ542541,052XX N LIEB AVE,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,FALSE,FALSE,2016,41.97648617,-87.7639459,12/5/2016,18:00:00
395777,10775937,HZ542245,056XX N CLARK ST,THEFT,RETAIL THEFT,SMALL RETAIL STORE,FALSE,FALSE,2016,41.98372999,-87.66880761,12/6/2016,14:55:00
395778,10775938,HZ542582,053XX W CHICAGO AVE,CRIMINAL TRESPASS,TO LAND,GAS STATION,TRUE,FALSE,2016,41.89489856,-87.75972002,12/6/2016,18:35:00
395779,10775939,HZ542394,020XX W 22ND PL,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,TRUE,TRUE,2016,41.85125432,-87.67677635,12/6/2016,16:51:00
395780,10775940,HZ542438,085XX S ABERDEEN ST,NARCOTICS,MANU/DEL:CANNABIS 10GM OR LESS,RESIDENCE,TRUE,FALSE,2016,41.73887651,-87.65099164,12/6/2016,17:23:00
395781,10775941,HZ542580,119XX S MICHIGAN AVE,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,CTA BUS,TRUE,FALSE,2016,41.67783055,-87.62050376,12/6/2016,18:47:00
395782,10775943,HZ542427,020XX W DIVISION ST,THEFT,$500 AND UNDER,RESIDENCE,TRUE,FALSE,2016,41.9031707,-87.67834226,12/6/2016,15:16:00
395783,10775946,HZ542590,100XX S AVENUE M,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,TRUE,TRUE,2016,41.71335299,-87.53769249,12/6/2016,18:45:00
395784,10775947,HZ542334,017XX W ROSCOE ST,THEFT,OVER $500,APARTMENT,FALSE,FALSE,2016,41.94329648,-87.67206896,12/2/2016,12:20:00
395785,10775949,HZ542446,027XX W AINSLIE ST,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,2016,41.97073776,-87.69668417,12/6/2016,4:30:00
395786,10775950,HZ542442,014XX S PRAIRIE AVE,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,2016,41.86334457,-87.6213471,12/6/2016,0:00:00
395787,10775951,HZ542617,019XX W BERTEAU AVE,THEFT,FROM BUILDING,APARTMENT,FALSE,FALSE,2016,41.95781708,-87.6779815,11/29/2016,18:30:00
395788,10775952,HZ542401,014XX W Carmen Ave,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,FALSE,FALSE,2016,41.97440397,-87.66575662,11/18/2016,0:00:00
395789,10775953,HZ542395,008XX W MONROE ST,THEFT,OVER $500,APARTMENT,FALSE,FALSE,2016,41.88046349,-87.64893292,11/26/2016,18:35:00
395790,10775954,HZ542462,021XX W CONCORD PL,THEFT,OVER $500,STREET,FALSE,FALSE,2016,41.91123526,-87.68062212,11/16/2016,23:00:00
395791,10775955,HZ542583,006XX W SURF ST,THEFT,$500 AND UNDER,APARTMENT,FALSE,FALSE,2016,41.93486395,-87.64506229,11/30/2016,18:05:00
395792,10775956,HZ542386,048XX N SHERIDAN RD,THEFT,POCKET-PICKING,CTA BUS,FALSE,FALSE,2016,41.96976262,-87.65483589,12/6/2016,12:45:00
395793,10775957,HZ542412,008XX N FAIRFIELD AVE,THEFT,$500 AND UNDER,RESIDENTIAL YARD (FRONT/BACK),FALSE,FALSE,2016,41.8965164,-87.69548986,12/6/2016,9:00:00
395794,10775958,HZ542416,013XX W CARMEN AVE,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,2016,41.97456763,-87.66323214,12/5/2016,15:00:00
395796,10775960,HZ542433,057XX W NEWPORT AVE,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,ALLEY,FALSE,FALSE,2016,41.94309623,-87.77039989,12/5/2016,10:00:00
395797,10775962,HZ542301,052XX S DREXEL AVE,THEFT,OVER $500,RESIDENTIAL YARD (FRONT/BACK),FALSE,FALSE,2016,41.79906603,-87.6039125,11/29/2016,12:30:00
395798,10775963,HZ542322,047XX N MALDEN ST,THEFT,OVER $500,TAXICAB,FALSE,FALSE,2016,41.96812995,-87.66279952,12/4/2016,2:20:00
395799,10775965,HZ542399,039XX N LOWELL AVE,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,2016,41.95257234,-87.73677069,12/6/2016,8:00:00
395800,10775966,HZ542333,054XX W MADISON ST,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,ATM (AUTOMATIC TELLER MACHINE),FALSE,FALSE,2016,41.88028689,-87.76166106,11/18/2016,20:56:00
395801,10775968,HZ542631,079XX S DOBSON AVE,NARCOTICS,POSS: BARBITUATES,SIDEWALK,TRUE,FALSE,2016,41.75039007,-87.59909873,12/6/2016,19:24:00
395802,10775969,HZ542607,025XX S ARCHER AVE,THEFT,OVER $500,CTA TRAIN,FALSE,FALSE,2016,41.84682019,-87.64729871,12/6/2016,17:30:00
395803,10775970,HZ542644,052XX S KENWOOD AVE,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,2016,41.80024226,-87.5930213,12/5/2016,20:30:00
395804,10775972,HZ542499,029XX N NEWCASTLE AVE,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,2016,41.93357111,-87.79678313,12/6/2016,17:50:00
395805,10775973,HZ542626,046XX S ASHLAND AVE,THEFT,ATTEMPT THEFT,CURRENCY EXCHANGE,TRUE,FALSE,2016,41.80885591,-87.66497662,12/6/2016,19:07:00
395806,10775974,HZ542073,043XX S FRANCISCO AVE,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,2016,41.81484939,-87.69686207,12/6/2016,1:00:00
395807,10775976,HZ542651,013XX E MADISON AVENUE PARK,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,FALSE,FALSE,2016,41.8030978,-87.59197615,12/6/2016,19:00:00
395808,10775977,HZ542624,0000X S WABASH AVE,THEFT,POCKET-PICKING,RESTAURANT,FALSE,FALSE,2016,41.8816238,-87.62620079,12/6/2016,16:00:00
395809,10775978,HZ542613,061XX W DIVERSEY AVE,CRIMINAL TRESPASS,TO VEHICLE,STREET,FALSE,FALSE,2016,41.93109621,-87.77895796,12/6/2016,19:00:00
395810,10775979,HZ542425,063XX S WENTWORTH AVE,CRIMINAL DAMAGE,TO PROPERTY,OTHER,FALSE,FALSE,2016,41.77957774,-87.63013878,12/6/2016,16:47:00
395811,10775980,HZ542476,001XX N MICHIGAN AVE,THEFT,RETAIL THEFT,SMALL RETAIL STORE,FALSE,FALSE,2016,41.88511212,-87.62448405,12/6/2016,17:30:00
395812,10775982,HZ542383,021XX E 71ST ST,THEFT,RETAIL THEFT,DEPARTMENT STORE,FALSE,FALSE,2016,41.76611442,-87.57203981,12/6/2016,16:03:00
395813,10775983,HZ542456,074XX S EAST END AVE,ROBBERY,VEHICULAR HIJACKING,SIDEWALK,FALSE,FALSE,2016,41.75938393,-87.58349978,12/6/2016,17:14:00
395814,10775984,HZ542432,034XX W FRANKLIN SD,OTHER OFFENSE,PAROLE VIOLATION,STREET,TRUE,FALSE,2016,41.89023689,-87.7128947,12/6/2016,16:41:00
395815,10775985,HZ542649,007XX N TRUMBULL AVE,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),SIDEWALK,TRUE,FALSE,2016,41.89430786,-87.71262024,12/6/2016,19:25:00
395816,10775986,HZ542537,027XX N LAKEWOOD AVE,THEFT,ATTEMPT THEFT,RESIDENCE,FALSE,FALSE,2016,41.93160008,-87.66110586,12/2/2016,14:30:00
395817,10775987,HZ542641,001XX E 111TH ST,CRIMINAL DAMAGE,TO PROPERTY,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,FALSE,FALSE,2016,41.69264286,-87.61891962,12/6/2016,19:45:00
395818,10775988,HZ542450,039XX N RAVENSWOOD AVE,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,RESIDENCE,FALSE,FALSE,2016,41.95362694,-87.67419371,12/4/2016,18:30:00
395819,10775989,HZ542618,104XX S WALLACE ST,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,TRUE,FALSE,2016,41.70449956,-87.63790442,12/6/2016,19:30:00
395820,10775990,HZ542619,055XX N KEDZIE AVE,THEFT,$500 AND UNDER,"SCHOOL, PUBLIC, GROUNDS",FALSE,FALSE,2016,41.98171268,-87.7088297,11/16/2016,15:30:00
395821,10775991,HZ542656,003XX N MAYFIELD AVE,THEFT,OVER $500,RESIDENCE,FALSE,FALSE,2016,41.8860898,-87.77199132,12/4/2016,20:00:00
395822,10775992,HZ542623,013XX W ROOSEVELT RD,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,TRUE,TRUE,2016,41.86694623,-87.65976071,12/6/2016,19:39:00
395823,10775993,HZ542509,018XX W 45TH ST,BATTERY,AGGRAVATED: HANDGUN,STREET,FALSE,FALSE,2016,41.81219156,-87.67041858,12/6/2016,18:12:00
395824,10775994,HZ542567,072XX S STEWART AVE,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,FALSE,FALSE,2016,41.76290321,-87.63460573,12/6/2016,18:00:00
395825,10775995,HZ542659,020XX W DIVISION ST,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),TRUE,FALSE,2016,41.9031707,-87.67834226,12/6/2016,15:16:00
395826,10775996,HZ542547,008XX W 70TH ST,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,TRUE,FALSE,2016,41.76699562,-87.64608973,12/6/2016,18:00:00
395827,10775999,HZ542169,020XX S KARLOV AVE,ASSAULT,AGGRAVATED: HANDGUN,STREET,FALSE,FALSE,2016,41.85367776,-87.72724775,12/6/2016,8:35:00
395828,10776000,HZ542654,080XX S ESSEX AVE,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,2016,41.74940415,-87.56376467,12/6/2016,20:00:00
395829,10776001,HZ542632,051XX W PENSACOLA AVE,BURGLARY,FORCIBLE ENTRY,RESIDENCE,FALSE,FALSE,2016,41.95970785,-87.75566102,12/6/2016,19:25:00
395830,10776002,HZ542667,021XX S KEDZIE AVE,THEFT,$500 AND UNDER,CAR WASH,FALSE,FALSE,2016,41.85262668,-87.70527859,12/6/2016,19:15:00
395831,10776003,HZ542391,026XX W 24TH PL,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,FALSE,FALSE,2016,41.84769162,-87.69171395,12/6/2016,11:00:00
395832,10776004,HZ542634,082XX S MERRILL AVE,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,FALSE,FALSE,2016,41.74530009,-87.57221613,12/6/2016,5:00:00
395833,10776006,HZ542665,026XX W 81ST ST,BURGLARY,FORCIBLE ENTRY,RESIDENCE,FALSE,FALSE,2016,41.7463773,-87.6881468,12/6/2016,19:57:00
395834,10776008,HZ542345,058XX W LAWRENCE AVE,BATTERY,SIMPLE,APARTMENT,FALSE,FALSE,2016,41.96770514,-87.77351844,12/6/2016,15:30:00
395835,10776015,HZ542296,040XX W SCHOOL ST,ROBBERY,ARMED: HANDGUN,COMMERCIAL / BUSINESS OFFICE,FALSE,FALSE,2016,41.94085767,-87.72897372,12/6/2016,15:35:00
395836,10776016,HZ542596,006XX W JACKSON BLVD,THEFT,RETAIL THEFT,CONVENIENCE STORE,TRUE,FALSE,2016,41.87799992,-87.64309875,12/6/2016,19:00:00
395837,10024155,HY213855,004XX S DEARBORN ST,THEFT,ATTEMPT THEFT,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,2015,41.87638457,-87.62925113,4/6/2015,17:30:00
395838,11865986,JC478836,112XX S DRAKE AVE,THEFT,OVER $500,RESIDENCE,FALSE,FALSE,2019,41.689058,-87.70927021,10/15/2019,10:00:00
395840,10776017,HZ542570,034XX N AVERS AVE,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,TRUE,TRUE,2016,41.94373841,-87.72365345,12/6/2016,18:30:00
395841,10776019,HZ542586,0000X E RANDOLPH ST,BATTERY,SIMPLE,OTHER,FALSE,FALSE,2016,41.88449594,-87.6260259,12/1/2016,14:00:00
395842,10776020,HZ540993,080XX S BURNHAM AVE,BURGLARY,FORCIBLE ENTRY,RESIDENCE,FALSE,FALSE,2016,41.74936618,-87.55649085,12/3/2016,16:00:00
395843,10776021,HZ542608,032XX N HAMLIN AVE,BATTERY,SIMPLE,RESIDENCE,FALSE,FALSE,2016,41.93981528,-87.7223125,12/6/2016,19:00:00
395844,10776023,HZ542677,026XX N CLARK ST,CRIMINAL DAMAGE,TO PROPERTY,RESTAURANT,TRUE,FALSE,2016,41.93044609,-87.64374636,12/6/2016,20:39:00
395845,10776024,HZ542680,021XX N MILWAUKEE AVE,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,2016,41.91977765,-87.6922416,12/6/2016,19:30:00
395846,10776025,HZ542636,057XX W GEORGE ST,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,TRUE,TRUE,2016,41.93304369,-87.77030821,12/6/2016,20:00:00
395847,10776026,HZ542635,110XX S NORMAL AVE,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,FALSE,FALSE,2016,41.69387349,-87.63518491,12/6/2016,19:50:00
395848,10776028,HZ542645,061XX S NAGLE AVE,THEFT,$500 AND UNDER,RESIDENCE,FALSE,FALSE,2016,41.78086534,-87.78260403,12/6/2016,13:00:00
395849,10776029,HZ542621,001XX W 87TH ST,THEFT,RETAIL THEFT,DEPARTMENT STORE,FALSE,FALSE,2016,41.73625998,-87.62806878,12/6/2016,19:30:00
395850,10776030,HZ542457,073XX S DR MARTIN LUTHER KING JR DR,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,2016,41.76141684,-87.61519204,12/5/2016,19:00:00
395851,10776031,HZ542694,007XX S STATE ST,THEFT,FROM BUILDING,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,2016,41.87289448,-87.62756008,12/6/2016,13:35:00
395852,10776032,HZ542463,130XX S EBERHART AVE,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,STREET,FALSE,FALSE,2016,41.65869857,-87.61064756,11/17/2016,14:30:00
395853,10776033,HZ542630,0000X S HALSTED ST,THEFT,RETAIL THEFT,DEPARTMENT STORE,FALSE,FALSE,2016,41.88136236,-87.6473443,12/6/2016,17:30:00
395854,10776034,HZ542525,006XX N SAWYER AVE,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,STREET,FALSE,TRUE,2016,41.89269494,-87.70769224,12/6/2016,18:10:00
395855,10776035,HZ542688,069XX S ASHLAND AVE,ROBBERY,ARMED: HANDGUN,SMALL RETAIL STORE,FALSE,FALSE,2016,41.76772629,-87.66386778,12/6/2016,20:14:00
395856,10776036,HZ542687,050XX S WENTWORTH AVE,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,STREET,FALSE,FALSE,2016,41.80334974,-87.63075183,8/27/2016,0:01:00
395857,10776037,HZ542705,088XX S PRINCETON AVE,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,2016,41.73357193,-87.63187916,12/6/2016,20:00:00
395858,10776038,HZ542682,016XX W COLUMBIA AVE,THEFT,FROM BUILDING,APARTMENT,FALSE,FALSE,2016,42.00441639,-87.6713003,12/6/2016,13:25:00
395859,10776039,HZ542657,042XX W JACKSON BLVD,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),ALLEY,TRUE,FALSE,2016,41.87701081,-87.731687,12/6/2016,19:16:00
395860,10776041,HZ541443,013XX N WOLCOTT AVE,BURGLARY,UNLAWFUL ENTRY,APARTMENT,FALSE,FALSE,2016,41.90590814,-87.67427702,12/5/2016,9:00:00
395861,12013891,JD191125,028XX N BROADWAY,THEFT,RETAIL THEFT,SMALL RETAIL STORE,TRUE,FALSE,2020,41.93379611,-87.64454822,3/20/2020,10:48:00
395862,11863636,JC475954,020XX N DAMEN AVE,CRIMINAL DAMAGE,TO PROPERTY,RESTAURANT,FALSE,FALSE,2019,41.91833131,-87.67763978,10/16/2019,23:30:00
395863,10776042,HZ542674,021XX N MILWAUKEE AVE,THEFT,OVER $500,STREET,FALSE,FALSE,2016,41.91974165,-87.69218317,12/6/2016,18:10:00
395864,10776043,HZ542510,021XX N ELSTON AVE,THEFT,RETAIL THEFT,DEPARTMENT STORE,FALSE,FALSE,2016,41.92046017,-87.67083136,12/6/2016,17:48:00
395865,10776044,HZ542708,044XX N SEELEY AVE,CRIMINAL TRESPASS,TO LAND,RESIDENCE,FALSE,FALSE,2016,41.96224203,-87.68061655,12/6/2016,14:30:00
395866,10776045,HZ542718,010XX N WESTERN AVE,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,2016,41.90060978,-87.68696387,12/6/2016,19:00:00
395867,10776046,HZ542330,019XX N SPAULDING AVE,ROBBERY,STRONGARM - NO WEAPON,ALLEY,FALSE,FALSE,2016,41.91697355,-87.71028063,12/6/2016,15:58:00
395868,10776047,HZ542676,059XX W OHIO ST,THEFT,FROM BUILDING,RESIDENCE,FALSE,FALSE,2016,41.89101315,-87.7737148,12/4/2016,20:00:00
395869,10776048,HZ542298,058XX W AUGUSTA BLVD,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,2016,41.89841965,-87.77086222,12/6/2016,15:37:00
395870,10776049,HZ542544,014XX N MILWAUKEE AVE,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,2016,41.9076334,-87.67317187,12/6/2016,17:30:00
395871,10776050,HZ542719,034XX S RHODES AVE,THEFT,FROM BUILDING,OTHER,FALSE,FALSE,2016,41.83204321,-87.6133647,12/6/2016,0:00:00
395872,10776051,HZ542710,0000X S LEAMINGTON AVE,NARCOTICS,MANU/DEL:CANNABIS 10GM OR LESS,SIDEWALK,TRUE,FALSE,2016,41.88008977,-87.75354381,12/6/2016,19:50:00
395873,10776052,HZ542445,028XX W DICKENS AVE,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,2016,41.91957471,-87.69918449,11/26/2016,12:00:00
395874,10776053,HZ542639,089XX S JEFFERY BLVD,OTHER OFFENSE,FALSE/STOLEN/ALTERED TRP,STREET,TRUE,FALSE,2016,41.73280304,-87.57561703,12/6/2016,19:14:00
395875,10776054,HZ542692,010XX N RIDGEWAY AVE,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,FALSE,FALSE,2016,41.89978996,-87.72011562,12/2/2016,16:00:00
395876,10776055,HZ542615,016XX N WASHTENAW AVE,CRIMINAL DAMAGE,TO VEHICLE,DRIVEWAY - RESIDENTIAL,FALSE,FALSE,2016,41.91107216,-87.69456243,12/6/2016,19:15:00
395877,10776058,HZ542723,052XX N RESERVE AVE,THEFT,$500 AND UNDER,RESIDENCE,FALSE,FALSE,2016,41.97415737,-87.84519891,12/6/2016,21:25:00
395878,10776059,HZ534304,011XX N CENTRAL PARK AVE,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,FALSE,FALSE,2016,41.90173561,-87.71652652,11/29/2016,6:30:00
395879,10776061,HZ054557,018XX W NORTH AVE,ROBBERY,ATTEMPT: ARMED-HANDGUN,SIDEWALK,FALSE,FALSE,2016,41.91053525,-87.67433597,12/6/2016,0:05:00
395880,10776062,HZ542717,110XX S PARNELL AVE,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE-GARAGE,FALSE,FALSE,2016,41.69344158,-87.63636857,12/6/2016,18:40:00
395881,10776063,HZ539341,014XX N HOMAN AVE,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,2016,41.90775313,-87.71183609,12/4/2016,4:30:00
395882,10776064,HZ541522,020XX N CALIFORNIA AVE,THEFT,OVER $500,RESIDENCE-GARAGE,FALSE,FALSE,2016,41.91917432,-87.69724841,12/5/2016,7:45:00
395883,10776069,HZ541990,018XX N CENTRAL PARK AVE,CRIMINAL TRESPASS,TO RESIDENCE,APARTMENT,FALSE,FALSE,2016,41.91432699,-87.71668086,12/5/2016,9:00:00
395884,10776070,HZ542713,011XX S MOZART ST,NARCOTICS,POSS: HEROIN(WHITE),STREET,TRUE,FALSE,2016,41.86773302,-87.6971565,12/6/2016,20:45:00
395885,10776071,HZ528078,020XX W BIRCHWOOD AVE,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,FALSE,TRUE,2016,42.01793793,-87.68201978,11/24/2016,21:20:00
395886,10776072,HZ542700,008XX W 103RD ST,OTHER OFFENSE,FALSE/STOLEN/ALTERED TRP,STREET,TRUE,FALSE,2016,41.70691318,-87.64313735,12/6/2016,20:26:00
395887,10776073,HZ541646,014XX N HOMAN AVE,ROBBERY,ARMED: HANDGUN,STREET,FALSE,FALSE,2016,41.90769276,-87.71183668,12/6/2016,4:32:00
395888,10776074,HZ541635,032XX W NORTH AVE,BURGLARY,FORCIBLE ENTRY,SMALL RETAIL STORE,FALSE,FALSE,2016,41.91011111,-87.70741566,12/6/2016,3:38:00
395889,10776075,HZ542720,0000X S STATE ST,THEFT,RETAIL THEFT,DEPARTMENT STORE,TRUE,FALSE,2016,41.88171846,-87.62776043,12/6/2016,20:50:00
395890,10776076,HZ542458,100XX S WALLACE ST,THEFT,OVER $500,RESIDENCE,FALSE,FALSE,2016,41.71191871,-87.63811013,11/30/2016,20:30:00
395891,10776077,HZ542685,005XX S STATE ST,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,OTHER,TRUE,FALSE,2016,41.87523294,-87.6276188,12/6/2016,19:50:00
395892,10776079,HZ542480,062XX N CALDWELL AVE,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,FALSE,FALSE,2016,41.99408891,-87.75982345,12/6/2016,16:45:00
395893,10776080,HZ542663,003XX E 63RD ST,OTHER OFFENSE,VEHICLE TITLE/REG OFFENSE,STREET,TRUE,FALSE,2016,41.78021958,-87.61676414,12/6/2016,19:52:00
395894,10776081,HZ542648,055XX W CORNELIA AVE,BURGLARY,FORCIBLE ENTRY,RESIDENCE,FALSE,FALSE,2016,41.94406752,-87.76535187,12/6/2016,18:00:00
395895,10776083,HZ542709,076XX S CICERO AVE,BATTERY,DOMESTIC BATTERY SIMPLE,PARKING LOT/GARAGE(NON.RESID.),FALSE,TRUE,2016,41.75459296,-87.74152854,12/6/2016,20:50:00
395896,10776084,HZ542689,026XX N MANGO AVE,BURGLARY,ATTEMPT FORCIBLE ENTRY,RESIDENCE,FALSE,FALSE,2016,41.92857359,-87.76979996,12/6/2016,19:30:00
395897,10776085,HZ542606,047XX W RACE AVE,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,2016,41.89050582,-87.74415772,12/6/2016,19:15:00
395898,10776086,HZ542325,051XX N CHESTER AVE,ASSAULT,AGGRAVATED PO: OTHER DANG WEAP,STREET,TRUE,FALSE,2016,41.97335172,-87.83841648,12/6/2016,15:25:00
395899,10776087,HZ542673,053XX S MARSHFIELD AVE,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,2016,41.79689058,-87.66587476,12/6/2016,20:30:00
395900,10776088,HZ539994,042XX S MOZART ST,ASSAULT,AGGRAVATED: HANDGUN,OTHER,FALSE,FALSE,2016,41.81636317,-87.69568052,12/4/2016,17:40:00
395901,10776089,HZ542614,070XX W BELDEN AVE,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,FALSE,FALSE,2016,41.92111603,-87.80112046,12/2/2016,9:00:00
395902,10776090,HZ542496,019XX N KENNETH AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,2016,41.91594634,-87.73751974,12/4/2016,22:00:00
395903,10776091,HZ542562,017XX N MONITOR AVE,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,2016,41.91277278,-87.77157756,12/5/2016,21:00:00
395904,10776092,HZ542730,038XX W GRENSHAW ST,INTERFERENCE WITH PUBLIC OFFICER,OBSTRUCTING IDENTIFICATION,ALLEY,TRUE,FALSE,2016,41.86712402,-87.72144118,12/6/2016,21:05:00
395905,10776093,HZ542670,028XX W WILCOX ST,BATTERY,AGGRAVATED: HANDGUN,STREET,FALSE,FALSE,2016,41.87924897,-87.69685502,12/6/2016,18:58:00
395906,10776094,HZ542746,041XX W WEST END AVE,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE,FALSE,FALSE,2016,41.88332252,-87.72906087,12/6/2016,21:55:00
395907,10776095,HZ542699,007XX N CHRISTIANA AVE,BURGLARY,UNLAWFUL ENTRY,APARTMENT,FALSE,FALSE,2016,41.89435228,-87.71018099,12/6/2016,7:00:00
395908,10776097,HZ542662,001XX N STATE ST,THEFT,RETAIL THEFT,SMALL RETAIL STORE,TRUE,FALSE,2016,41.88350019,-87.6278767,12/6/2016,7:40:00
395909,10776098,HZ542514,118XX S UNION AVE,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,APARTMENT,FALSE,TRUE,2016,41.67881419,-87.63952813,12/6/2016,17:45:00
395910,10776099,HZ542733,017XX S STATE ST,CRIMINAL DAMAGE,TO VEHICLE,POLICE FACILITY/VEH PARKING LOT,FALSE,FALSE,2016,41.85859482,-87.62721443,12/6/2016,14:00:00
395911,10776100,HZ542703,0000X W 95TH ST,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,CTA STATION,FALSE,FALSE,2016,41.7216272,-87.62448518,12/6/2016,12:45:00
395912,10776101,HZ542616,065XX S WOOD ST,BATTERY,SIMPLE,"SCHOOL, PUBLIC, GROUNDS",FALSE,FALSE,2016,41.77512988,-87.66897832,12/6/2016,19:44:00
395913,10776103,HZ542750,008XX S KILPATRICK AVE,PROSTITUTION,SOLICIT ON PUBLIC WAY,STREET,TRUE,FALSE,2016,41.87001672,-87.7424514,12/6/2016,22:00:00
395914,10776104,HZ542668,007XX W HUBBARD ST,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,2016,41.89011386,-87.6455282,12/6/2016,17:00:00
395915,10776105,HZ542408,087XX S RACINE AVE,BATTERY,AGGRAVATED: HANDGUN,STREET,FALSE,FALSE,2016,41.73547916,-87.65332483,12/6/2016,16:56:00
